Tweet,Topic
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia a",3
"And the #CopperQueens take the lead!!! Another hat trick by Captain fantastic Banda!

69'| China🇨🇳3-4🇿🇲Zambia… https://t.co/lIxaeEMdWK",2
"""Omg look golden score"" I say to my sister while we watch judo - which we have never seen before, EVER.
The Olympics effect #Tokyo2020",34
"This Zambian Barbara Banda stricker is a boy. I just know it.

#Tokyo2020 #Zambia #China",2
"t'headlines from day one (so far) at #Tokyo2020...

🚴‍♂️ Ecuador's Richard Carapaz won road race gold as Geraint Th… https://t.co/9kEBy8Y4oK",5
"Can @adam_peaty smash more records in Tokyo?

He'll get his Olympic campaign under way at around 12:40 BST int'100m… https://t.co/NnGTJ8zO77",57
"What a win by #mirabhaichanu
🥳🥳🥳.
A girl with wings 🔥🔥🔥

1st time in the history an INDIAN win medal on 1st day ❤️… https://t.co/KwvsEBaq9r",0
"Sam Kerr goal against Sweden, her 2nd of the tournament 

#Tokyo2020 https://t.co/egVugMzOmT",7
"Indonesia today on #Badminton 

Single Men [WIN]
Double Men (2 matc) [WIN &amp; WIN]
Mix Double [WIN]
Double Women [WIN… https://t.co/iOb8LTRCaB",9
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia",3
India opens a medal account in Tokyo: #MirabaiChanu won the silver medal and became the first Indian to win an Olym… https://t.co/kCrgC3Sgfu,0
"Hattrick for Banda 🤩 nicely executed by the net-eater to put Zambia in the lead! Come on ladies!

#Olympics #Tokyo2020",2
Congrats #MEX on your Bronze medal in the Mixed Team #Archery #bronze #Olympics #Tokyo2020,30
Come on #TeamIndia Our Hockey team has started in fantastic way. #ChakdeIndia #Tokyo2020 https://t.co/G19qK0hgbw,0
India tied at #5!!!! #Olympics #Tokyo2020 https://t.co/jMNePuGngR,0
"@mirabai_chanu wins SILVER in women's 49kg weightlifting! 🥈🏋️
#IndiaAtTokyo2020 have won their FIRST medal at… https://t.co/uUHDxJ0NOI",0
Banda alone is better than the whole Kaizer Chiefs players #Zam W #Tokyo2020,2
@mirabai_chanu congratulations we proud on you #Tokyo2020,0
Loving Day One of the Olympics!  #Tokyo2020,6
#Tokyo2020 | Saurabh Chaudhary finishes seventh in 10m Air Pistol final #Olympics https://t.co/UWEQBUl3Lm,29
"So pumped for Richard Carapaz!! 🚴‍♂️

Only Ecuador’s second ever Olympic gold medal 🥇🤩🇪🇨 #Tokyo2020",5
"Soon! 

https://t.co/tHgJu3KkG7 #Tokyo2020 @Tokyo2020",6
Barcelona 92 - Atlanta 96 - Sidney 00. Olympic diploma in all three. The best memories of my life. Good luck to our… https://t.co/2aJ6TthAzR,-1
"I'm in love with what BANDA is doing in the pitch✊💪👊
#Zambianwomen 
#Tokyo2020",2
"let me hope the world , Europe is watching Barbra Banda 🔥 ,such a clinical finisher 🚀#copperqueens #Tokyo2020",2
Zambia lead! Barbra Banda with her third of the night and sixth of the tournament and they lead 4-3 over China #Tokyo2020 #football,2
"Again, congratulation! 
#INA #Tokyo2020 https://t.co/fdymip58Mo",6
"first victory for daddiees!! let's gooo🇮🇩
#Tokyo2020",39
"Tennis schedule just released for tomorrow. 

Felix Auger Aliassime plays Andy Murray at 11am JT

That's 10pm ET Sa… https://t.co/gQuG7o9U33",52
"Let's be honest, watching women's football is funny.

Tune to the China vs Zambia game guys #tokyo2020",2
"As #Tokyo2020 gets underway, our customer Solidéo is already looking ahead to 2024 as they plan the infrastructure… https://t.co/ex1bZ9YpwG",-1
"Congratulations for winning 🥈 
@mirabai_chanu you have made all of us proud and we are so happy about it!… https://t.co/tHXOUdcFwT",-1
Novak Djokovic with the Belgium gymnastics team🤣 #Tokyo2020 https://t.co/b93U5msANu,17
"@michaeldickson Michael here is a liar. 👆
Don’t be like Michael. #Olympics. #Tokyo2020",58
All am saying is that the shipolopolo captain can get it. That's all am saying. #Tokyo2020 https://t.co/Bo9yWj5NQw,-1
Congratulations @mirabai_chanu for winning silver medal in weightlifting at #TokyoOlympics2021  #TeamIndia… https://t.co/p3uwq9SSeS,0
Yeaaay congrats The Daddies! 😊 👏🇲🇨🙌🏻 #Badminton #Tokyo2020 #OlympicGames #INA,9
"🍁 | FULL TIME

Over the line with the full three points this morning, as a brace from @janinebeckie paved the way t… https://t.co/P7iTOkQzRL",-1
Next up: Mirco Cuello (Argentina) vs. Hamsat Shadalov (Germany). Winner will next face Chatchee-Decha Butdee (Thail… https://t.co/5Al2sgYfiu,4
And that’s a wrap! Semua tim #INA badminton utk game hari ini lolos 😭❤️ cant’t wait for tomorrow🙏#Tokyo2020,9
My favourite thing about the #Olympics is how I become an expert in sports I only watch once every four years. #Tokyo2020,-1
"congratulations Weightlifter #MirabaiChanu for giving us first Olympic medal on first day.
 #Olympics  silver… https://t.co/11cygtyTmo",0
@KirenRijiju Wow! Congratulations 🎊  #TeamIndia Men's Hockey Team🏑 #Cheer4India #Olympics #Tokyo2020,0
It’s heartbreaking seeing these venues with no spectators. #Tokyo2020,-1
#Tokyo2020  Proud moment for all Indians #cheers4india # https://t.co/toMxGafRL4,0
#Tokyo2020 let the games begin  https://t.co/3iuJrLhDmE,6
Who Dey sign Zambia striker abeg. Banda Dey ball #Tokyo2020 #TokyoOlympics,2
"Watching #MAS Men’s Doubles. I think my blood pressure’s will go through the roof the next two weeks. 🤢

#Badminton… https://t.co/DPFHP7pcud",9
"Tokyo Spotlight: India’s Only Weightlifting Star- #MirabaiChanu  #nbcolympics  
#Olympics #Olympics2021 #PMOIndia… https://t.co/FwEHG5ZSea",0
Good start Daddies!! #Tokyo2020,39
"First medal for #India at #Tokyo2020

@mirabai_chanu became the first Indian medallist at #TokyoOlympics 🏋🏼

Take a… https://t.co/q9xW7rC3D7",-1
"WOMEN’S OLYMPIC FOOTBALL TOURNAMENT TOKYO 2020

72' China 3-4 Zambia 

Rachael Kundananji nearly makes it five for Zambia.

#Tokyo2020",2
"Just 1 day to go until the Triathlon competition begins at the Tokyo 2020 Olympics!  As a reminder, the times (BST)… https://t.co/TYE3E0pk8T",-1
THE SII WEEKLY - 23 July 21: Anti-doping's secret - not all athletes are guilty; Is political neutrality in the Oly… https://t.co/JmeJBG2FrV,-1
"WHAT'S DOMINANCE? THIS IS DOMINANCE  !! 𝓜𝓪𝓷𝓲𝓴𝓪 𝓑𝓪𝓽𝓻𝓪
𝓖𝓸 𝓯𝓸𝓻 𝓖𝓸𝓵𝓭 🏆

#Tokyo2020  #TokyoOlympics  #TokyoOlympics2021… https://t.co/HNFRoa8HcP",-1
"📺

SA - 7mate ( #Tokyo2020):

Switch NOW to *7Two* to continue watching, due to #AFLCrowsHawks.

Check your local g… https://t.co/w5B3Ku2v0J",-1
"On a different note, BARBRA BANDA is on fire 🔥 Another hat-trick! 👀 #ZAM  #Olympics  #Tokyo2020",2
"Weightlifter Mirabai Chanu has secured first medal 🥈for the country at #Tokyo2020  Olympics, winning the silver med… https://t.co/nH1LUyM6GO",0
Living my weekends by the Olympic broadcast schedule. Went out to get dinner early so I can be home in time for the gymnastics #Tokyo2020,8
"Men Double INA for Olympic #Tokyo2020 in group match.
2nd wins for INA Men Double category. https://t.co/Uu3GfcL7Wj",-1
"Today's word of the day means pride. 

#Tokyo2020 #TokyoOlympics #Olympics #JapaneseWordsoftheDay https://t.co/QttqnffqFD",1
"Badminton Matches 25 July 2021

✅ 𝑂𝐿𝑌𝑀𝑃𝐼𝐶 𝐸𝑋𝑇𝑅𝐴 𝑅𝐸𝐵𝐴𝑇𝐸
✅ 𝑁𝑂 𝑅𝐼𝑆𝐾 𝑂𝑁 𝐹𝐼𝑅𝑆𝑇 🅑🅔🅣
✅ 𝑇𝑂𝑈𝐶𝐻 𝑁 𝐺𝑂 𝐹𝐼𝑅𝑆𝑇 𝐷𝐸𝑃𝑂𝑆𝐼𝑇 𝑅𝐸𝑊𝐴𝑅𝐷
Wat… https://t.co/6uc1tRkets",9
"Wearing masks to pick your own medal off a tray...  just pathetic. I'm sorry.
#Tokyo2020",0
yaaay! congrats daddies!! 🇮🇩 #Badminton #Tokyo2020,-1
"Yeay!! INDONESIA! 

#Badminton #Tokyo2020 https://t.co/jgREu315ef",9
Daddies!!! #Tokyo2020,39
SOMEONE GET THIS WOMEN A CITY SHIRT🔥🔥🔥🔥🔥 BARBARA BANDA🔥🔥🔥🔥🔥B2B hattrick ⚽⚽⚽⚽⚽⚽ #TokyoOlympics #Tokyo2020 https://t.co/CZWKmWhDy4,2
"State Director's speech at #Cheer4India Run at Birsa Munda football stadium Ranchi.
#Olympics 
#Tokyo2020… https://t.co/zhCC6dbttM",0
Fantastic start to #Tokyo2020 by @Tokyo2020hi ‘s #MirabaiChanu 👍 👏 https://t.co/w8yeFwZWoJ,0
"Many many congratulations #MirabaiChanu for the 1st medal and we all the Indians are proud of you👏👏👏. 
#Tokyo2020 https://t.co/Z5dGqwgmPi",0
"𝗠𝗜𝗥𝗔𝗕𝗔𝗜 𝗖𝗛𝗔𝗡𝗨!🥈👏🏻 🏋🏻‍♀️ 

Absolutely amazing display of weightlifting.

The way you have transformed yourself after… https://t.co/odnN98UCNa",38
"Banda is outstanding! 🤯🤯🤯
#CHIZAM #Tokyo2020 https://t.co/oCl8oh03ec",2
Best of luck to @harrietjoness_ competing in the 100m butterfly and @kieranbiird in the 400m freestyle today - pob… https://t.co/l0RDn7Re3u,12
When are the staring finals on? #Tokyo2020 https://t.co/bnLLvmrHHe,-1
"""We all have dreams. But in order to make dreams come into reality, it takes an awful lot of determination, dedicat… https://t.co/cRng7TDef1",-1
congratulations on winning the first round #Tokyo2020  #Lawan  MALAYSIA BOLEH 🇲🇾 https://t.co/UJrb51wCQG,36
Yeahh come onnn #DemiMalaysia #Tokyo2020 https://t.co/aLutnE8UVj,36
"A new #Covid #Variant under Investigation In UK after detection in countries including US &amp; #Japan

spreading in US… https://t.co/yCLCMVweJc",32
"As #Tokyo2020 gets underway, our customer Solidéo is already looking ahead to 2024 as they plan the infrastructure… https://t.co/W31NLATU23",-1
"""Fight for your dreams, try hard... and you will reach your goal.""

12-year-old Syrian Hend Zaza sends inspiring me… https://t.co/2lxxlDhZLy",-1
GOAL!!! Banda gets another hattrick to give Zambia the lead. Who can stop her? #Tokyo2020,2
Heartiest congratulations to @mirabai_chanu on winning the first medal. Very proud.... 🇮🇳🙏#Tokyo2020 https://t.co/emglVu70ho,0
"Are you hungry? Well look no further, use this link for $12 off your Deliveroo order over $20.… https://t.co/guFxrFjlMH",45
"Q1: 🇬🇧0-0🇿🇦

Match underway! GB are higher in the rankings, but South Africa will determined to make a winning star… https://t.co/lbg001EF7n",-1
"Noodle is an expert on the beam. If there are treats. There are treats, right? #TOKYO2020 #TeamGB https://t.co/j4yDrbSxRh",-1
Congratulations to #MirabaiChanu for the first medal for India at #Tokyo2020 #Olympics,0
India begin their campaign in style as Mirabhai Chanu win the silver in the 49kg category in weightlifting at the T… https://t.co/wc3kRMBcQO,0
⏪ Rolling back the years to Chad Le Clos' iconic 2012 summer Olympics 200 metre butterfly victory over his idol Mic… https://t.co/0JT3g6AqrU,12
"Me half an hour ago: oh gymnastics, I've not seen this in I'd say about 5 years.
Me now: That landing wasn't great,… https://t.co/NzltmH9hWi",8
"One medal for #Italy (Congrats @GigiSamele !), one article on the specialty. Here #Sabre #biomechanics and #EMG.… https://t.co/EI4Ih6jPwG",-1
"Number 1 ranked women's team in the world, US, suffered a loss to open up the Olympic women's football tournament 👀… https://t.co/ltPko3M9cJ",-1
What could the record representation of LGBTQ+ athletes at #Tokyo2020 help to achieve? 👇🏳️‍🌈,-1
"We wish the young athletes luck! Click the link for all of the talent! 
#Palestine #Tokyo2020 #Olympics… https://t.co/skJq4qJaaE",62
Richard Carapaz wins gold for Ecuador in the men's road race. Wout van Aert seals silver for Belgium and Slovenia's… https://t.co/yO9MdiyT4I,5
Deepika Kumari and Pravin Jadhav lost to the South Korean Pair of An San and Kim Je Deok in the quarter-final of mi… https://t.co/9xhwZv1jVf,4
"We are just 30 minutes away from the first competitors diving into the pool at #Tokyo2020!

Throughout the next 9 d… https://t.co/U2Vzwml1lo",11
"Arguably the biggest scandal in the history of the Olympics. #Tokyo2020 

https://t.co/Yp6bPME2JS",-1
"[LIVE] #Hockey — Men's | #Tokyo2020

18:30: #GBR vs #JPN",-1
The Stack: An Olympics special. @TomLoxley editor of @RadioTimes on its bumper #Tokyo2020 issue plus Luke Kennedy f… https://t.co/esQwUnbGmj,-1
"Can @adam_peaty smash more records in Tokyo?

He'll get his Olympic campaign under way at around 12:40 BST in the 1… https://t.co/K6G85dApLw",57
"Unlike the five-a-side game, players are not required to be specialists, rather they should be versatile all-rounde… https://t.co/g406zNxYuR",-1
"As @adam_peaty gears up for his return to the Olympic pool, we can’t wait to see what the current Champion and Worl… https://t.co/iEwH4DmReI",57
"That's it! #Tokyo2020 is OPEN!! Good luck to all of 
@TeamGB 🇬🇧 we hope you have an amazing Olympic experience. Spe… https://t.co/fanGKfVYmJ",15
"That was close!! 

#CHNvZAM #Tokyo2020",-1
Congratulations to #MirabaiChanu 👏  Our country’s first medal at the #TokyoOlympics😊.You didn't just lift weights a… https://t.co/CzbhH2DxRE,-1
"Congratulations #MirabaiChanu for achieving the first medal for India at Tokyo Olympics, we are proud of you!… https://t.co/VQAdHtrJUL",0
Wow! Banda’s second hat-trick of the Olympics. Player of the tournament so far. #Tokyo2020,2
The smile says it all! @lottiefryy and Everdale's score of 77.096% not only sees them at the top of Group A at the… https://t.co/6MROYT5hpk,-1
"Indonesia’s badminton on the top ong my guy just did an ultra instinct move
He legit did a behind the back hit 
#Tokyo2020",9
Ahsan/Hendra vs Jason/Nyl 21-12 21-11. Good job our Daddies #Olympics  #Tokyo2020  #Badminton https://t.co/PUEpvgsley,-1
Tokyo 2020 Olympics: Aslan Karatsev vs Jeremy Chardy Tennis Pick and Prediction on TennisSection! Read Now!… https://t.co/D7IHgaGX22,17
"GOAL! Well, well, well another Olympic hat-trick for @BandaBex as @Copper_Queens take the lead for the first time i… https://t.co/3ZqfxonboM",2
"6 - Barbara Banda has now scored six goals at #Tokyo2020 , the most by an African player at a single Women's Olympi… https://t.co/LHFwe2Sxuv",2
"Fingers crossed for #EU athletes at the Summer #Olympics in #Tokyo2020 !!!
I hope our Union will outscore China, Un… https://t.co/SmQHGG5eXw",-1
🇮🇳Congratulations @mirabai_chanu 🎉 Mirabai Chanu Wins Historic Silver Medal in 49kg Weightlifting at Tokyo Olympics… https://t.co/CT9Wh5KFm6,0
Less than 24 hours in and I’m genuinely unsure what day it is. This doesn’t bode well 😕 #Tokyo2020,25
Captain of the Copper Queens Barbara Banda is in the form of her life. Scored her second hat trick #Tokyo2020 by in… https://t.co/9PtScOGnmy,2
"Heartiest congratulations @mirabai_chanu for the silver at @Olympics 
#Tokyo2020 #Olympics https://t.co/DWnHJTD8qW",0
any horse racing to bet on at the #Tokyo2020,24
Wahh the daddies mantap!!! #Tokyo2020,39
"Amazing Start #TeamIndia Congratulations @mirabai_chanu
#Tokyo2020 #Cheer4India https://t.co/XM9fy2jSgI",-1
"SUTIRTHA MUKHERJEE WAS ON FIRE 😳👀🔥
WHAT A COME BACK 🔥💯
#TeamIndia #TokyoOlympics2021 #Tokyo2020 #TokyoOlympics https://t.co/c6buYjOtnx",3
Drastically reduced coverage from @BBCSport of #Tokyo2020 No reduction of in-studio #BBCOlympics presenters inane y… https://t.co/ONkMWxjmvj,10
"Barbra Banda hat-trick! Zambia 4-3 China.

The revelation of these Olympics so far. Absolute dynamite in front of goal.

#Tokyo2020",2
FIRST SILVER MEDAL IS IN THE POCKET!!! #zilverenwout #Olympics2021 #Tokyo2020,-1
So maybe Andy Murray can win a 3rd Olympic gold medal? Only a doubles one instead of a singles one. #TeamGB #Tokyo2020 #TokyoOlympics,52
"20-year-old An San of #KOR is stamping her mark across these #OlympicGames!

✅An individual qualifying record
✅A te… https://t.co/FrD31Pjjd0",0
Effective and clean..all the best koh/bah #Badminton #Tokyo2020,9
"🌺🌷🤸🏋️  opening ceremony uniform.
#Tokyo2020 #東京2020  #hetalia #hwsindonesia #hwsnetherlands #netherindo #蘭ネシ https://t.co/DUDMPzjoBG",1
It's happening: the Olympic cauldron is alight tonight; the @Tokyo2020 Games declared open and competition underway… https://t.co/CQbBGFL28x,14
THE DADDIES VICTORY #Tokyo2020,39
What a ride! #Tokyo2020 https://t.co/jvTXDgeJdv,5
"@FirhadHakim Weightlifter Mirabai Chanu Wins Silver, India's 1st Medal At Tokyo 2020
Yaaaay!!
#IndiaAtTokyo2020… https://t.co/KFuiRDWMrS",0
And let’s add to that @nealskupski and @jamie_murray another excellent win #Tokyo2020 👏👏👏👏👏,52
By @nelbeltran from Tokyo: Petecio lives up to hype in making light work of first Olympic foe… https://t.co/OoVxSmKF5o,42
"#Tokyo2020 
#MirabaiChanu 
Congratulations 👏👏
#Cheer4India",0
Goodjob daddies! #Tokyo2020 #INA  #Badminton,9
@Funmi_keh @ArsenalWFC are you guys watching this #Tokyo2020 We know you fetch out young talents from Africa.... Don't disappoint,-1
"Next up for the U.S. is a game against Mongolia in a few hours, 5am PT/8am ET #Tokyo2020 https://t.co/aqVZ7YGXxJ",-1
Mantap Daddies #Badminton #Olympics #Tokyo2020 https://t.co/MPD4iTfPEw,9
With athletes like @jackwoolley_tkd busting through ceilings by being the first @TeamIreland athlete to compete in… https://t.co/Tl8Saxswak,0
#Tokyo2020 Update | @manikabatra_TT wins in straight sets against Great Britain's Tin-Tin Ho in her first-round of… https://t.co/0FVziGRJqu,3
"so disappointing that there’s no #BBC equestrian coverage of #Tokyo2020, paid to watch it and no commentary either,… https://t.co/9VLmAInop3",10
"I love watching the gymnastics, but I have no sense of what is good or bad - it all looks brilliant. If I were a ju… https://t.co/brMAKAazs9",8
Barbara Banda is already a legend!!! #Tokyo2020 https://t.co/nzo7nR1s5G,2
🇿🇲 Barbara Banda now has two hattricks and is the current top scorer of the Womens' Olympic football tournament… https://t.co/8VRdzULd5a,2
"Great start for #TeamIndia 
Silver for @mirabai_chanu at the #TokyoOlympics 🥰
Nation is proud of you 🇮🇳❤️
Congratul… https://t.co/QlKHDPWt8S",-1
WOHOOO! mantap daddies 💥💥 #Tokyo2020,39
Tokyo 2020 Olympics: Daniil Medvedev vs. Sumit Nagal Tennis Pick and Prediction on TennisSection! Read Now!… https://t.co/DOa3JJYSDd,17
"Dah Menang. The Daddies.
Calm. as always. 
👏
#Badminton #Tokyo2020",9
"@OKEx Here is what I think

#Athletics 
#Baseball 
#Archery 
#Tabletennis 
#Swimming 

#Tokyo2020 #Olympics
 #Olympics 
@JayHao8",-1
"India strikes first medal at Olympic #Tokyo2020 !
Mirabai Chanu wins silver Medal in 49 kg Women's Weightlifting an… https://t.co/B1AVWTtBQR",31
"Pakistan is the weakest team in Olympics.
#Tokyo2020 #Olympics",55
