Tweet,Topic
Didn't expected this ordinary form from am experienced boxer like him. Could've done much better. Even losing to a… https://t.co/9arsZ45vto,4
Vikas krishnan was looking tired he was also bleeding and he was up against host nation's boxer obviously you have… https://t.co/rEtVkIg4iC,4
Congratulations @mirabai_chanu for the first medal for india 🔥 #proud #MirabaiChanu #TokyoOlympics2021 #Tokyo2020,-1
". @Rassie_Pieterse having a game of his life for @TeamSA2020 hockey men 

One more quarter, #RSA trials #GB 1-2 #Tokyo2020",1
Stokes and Bronze are on 🔥 #Tokyo2020,-1
What Country Will Win The Most Gold Medals? #Tokyo2020 #OlympicGames #Gold #Olympics,-1
"India's star weightlifter Mirabai Chanu won India's first medal at the Tokyo Olympics, winning a silver medal in 49… https://t.co/ttiuwebjal",0
"🤔
Wow look at this
https://t.co/9nq8UgF6nA

#Tokyo2020 
#sport  #sports 
#medals 
#Trending
#Olympics 
#OlympicGames",0
"I don’t usually watch it, but I’ve always enjoyed the swimming and diving events when it comes to the Olympics. #Tokyo2020",-1
"Well played champ .💔
@officialvkyadav 
#Tokyo2020",4
"Congratulations @mirabai_chanu for the medal.. You made us proud.. 🇮🇳
#India first medal at Olympic #Tokyo2020… https://t.co/vnqcxBbfgz",0
"Good effort from Aflah.
#Swimming #Tokyo2020 https://t.co/D0eJERp2qj",-1
Literally cannot wait to watch @Simone_Biles #Olympics #Tokyo2020,-1
"Krasniqi won on a throw with 20 seconds left, scoring a waza-ari and claiming a title that moved her to tears momen… https://t.co/6eiAagVw8R",-1
"#Tokyo2020 
Some sick hair in opening ceremony last night on #channel7",14
"#BREAKING 

100 #TeamUSA members have not been vaccinated

https://t.co/YYuaYC8Hzm

#Tokyo2020 

Spread virus in… https://t.co/UbhrFtA8S4",32
"Olympics: Judoka Takato wins Japan's 1st gold of Tokyo Games

#Tokyo2020 #judo

https://t.co/WZ6qifwyRL",27
"“I’m gonna tell people I was in a bar fight."" #Olympics #Tokyo2020 https://t.co/kURJnvQLYe",4
Here are the scores of the first rotation of the ring event: #Tokyo2020 #Olympics #PHI https://t.co/P5K20EX5zl,19
Previously South Africa rarely had females in gymnastics at the Olympics. This time around South Africa will have t… https://t.co/lUZZ7IPmBx,2
"kinda surprised with Aflah 🇮🇩, he was catching up in the last 2 lap and he ended up in no. 4 aaah :') otsukareeeee #Swimming #Tokyo2020",-1
The highlighters are still dominant. The highlight of the group stage. #SWE #SWEvAUS #Tokyo2020 #Football https://t.co/lA2jyr5dsx,-1
"Congratulations #MirabaiChanu 
proud of you ❤️
 #Tokyo2020",0
"@TomDruce Thanks for all your support back in Guernsey, without that link none of this would have been possible thi… https://t.co/rRgE5gICRJ",-1
PM @narendramodi Ji leading from the front to cheer our Indian Olympic Contingent during the Opening Ceremony of th… https://t.co/bjB4nViq9j,0
"#Shooting at #Tokyo2020 : #SaurabhChaudhary flatters to decieve, #Iran's #JavadForoughi bags #Gold 

https://t.co/Z9uNXShJ3E",-1
"🇮🇳India’s 1st medal on Day one👇

Congratulations to 𝗦𝗮𝗶𝗸𝗵𝗼𝗺 𝗠𝗶𝗿𝗮𝗯𝗮𝗶 𝗖𝗵𝗮𝗻𝘂 (@mirabai_chanu) for winning the🥈Silver m… https://t.co/gtazB2TACN",-1
"Todays tips have been posted, the usual singles and the famous tipman trixie.

Also plenty of football to expect ac… https://t.co/nw6TwTeteh",-1
I LOVE YOU MENINAS 🇧🇷😍🥺 #Tokyo2020  #Tokyo2021  #SelecaoOlimpica  #FutebolFeminino  #selecaobrasileira https://t.co/2KWV1QiRIO,40
#TeamKenya Hit Squad captain Nick Okoth bows out of #Tokyo2020 #Olympics after losing to Tsendbaatar Erdenebat of M… https://t.co/fQ8PRbMsjD,4
"India strikes first medal at Olympic #Tokyo2020 

What a show Saikhom Mirabai Chanu Heartiest Congratulations to yo… https://t.co/tjMovZ6RYG",0
"Congratulations!Hou Zhihui won the second gold medal for China!
Hou Zhihui wins the first #Weightlifting in the wom… https://t.co/UcJtn82t0c",43
"For the first time ever 
Mexico have won an Olympic medal on the first day of the competition 

Congratulations to… https://t.co/jEufk4CaIO",-1
"Canada's men's field hockey team is trailing Germany 4-1 in the third quarter of their Olympic opener.

They're in… https://t.co/oUvzJkjTsd",-1
"#Boxing
Vikas Krishan Yadav lost to Japan's Sewonrets Quincy Mensah in men's welterweight Round of 32 by an unanimo… https://t.co/1yOuniYNWk",4
Vikas Krishan loses to Japan 's SQM Okazawa in the first round of Men's Welterweight. This was the last Olympic of… https://t.co/S7OBRJDmaY,4
India at Tokyo Olympics: Manika storms into 2nd round; Sutirtha fights back to beat higher ranked opponent in Round… https://t.co/XrczbX1ZfL,3
Amazing style men’s 400 mts #Tokyo2020 https://t.co/PndD4yDTDm,35
"Success of Mirabai Chanu is a pride to nation - JanaSena Chief Shri @PawanKalyan

#Tokyo2020 
#Olympics https://t.co/3QoWT6UJj0",-1
"Olympics: Judoka Takato wins Japan's 1st gold of Tokyo Games

#Tokyo2020 #judo

https://t.co/B72HQoPrTC",27
"#Tokyo2020 
Incredible semifinal between Luigi Samele #ITA and Junghwan Kim #KOR with a turnover from 7-12 to 15-12… https://t.co/jf5kTgFNLm",-1
"Congratulations to @mirabai_chanu for winning India's 🇮🇳 first medal at #Tokyo2020 🙌

The World No. 2️⃣ clinched th… https://t.co/FcA9mU0yP8",0
"With no official fans here at the #Tokyo2020  gymnastics venue, it's eerily quiet. Except, wait. Cheers just erupte… https://t.co/ww89HsHvsi",8
"Wow !!
Incredible #SaikhomMirabaiChanu 👏🏼👏🏼
#TeamIndia #Tokyo2020 https://t.co/AVnIBHzbSP",-1
"#Tokyo2020 

The opening ceremony was alright",14
"How about those big game grays 👊

We go again in an hour vs 🇲🇳 Mongolia on https://t.co/zt4TttL0go

#3x3 #Tokyo2020 https://t.co/ZHrK32CpOQ",-1
"[LIVE] #Softball  — Opening Round | #Tokyo2020

#JPN vs #ITA",-1
“All my struggles have borne fruit” A elated #MirabaiChanu speaks first to @IndiaToday’s @rawatrahul9. Such a joy t… https://t.co/aIoK6vRflY,0
"*watches the men's gymnastics for two minutes*

I should work on my pull ups.

#Tokyo2020",8
#MT16 - Congratulations to #MirabaiChanu for winning silver medal in weight lifting. This is first medal for India… https://t.co/QyVJvVcv1S,0
#StKitts and #Nevis’ flag bearer Amya Clarke and Saint Kitts and Nevis’ flag bearer Jason Rogers and their delegati… https://t.co/6aRC2kAMIE,1
"India is cheering for @mirabai_chanu, her remarkable performance has won India its first Silver medal in weightlift… https://t.co/yFSkON37E6",-1
"Congratulations @mirabai_chanu 
For winning the 🏅!!!
#Tokyo2020 
#Olympics2021",-1
"SILVER FOR MIRABAI!!!

We're off to a great start as our star weightlifter @mirabai_chanu snatched the first medal… https://t.co/AZZR8bTqWh",0
"And here comes the first golden medal🥇 for 🇽🇰
Congratulations Distria Krasniqi and #Kosovo on #Olympics #Tokyo2020… https://t.co/uU61Q7xjJG",-1
"#Tokyo2020
#Olympics
Really? Is it necessary to compete being ONLY 12?
🙄😡 https://t.co/0UGNu30YVt",-1
Carlos Yulo scored 14.000 in the rings #Tokyo2020 | via @beamicallerrr https://t.co/YvT3ixJLBX,19
"Well done!!👍👏 😊🙏
We proud of you!! 🙏
#cheerforindia 
#Tokyo2020 https://t.co/aR2RVV7cZU",0
"14.000 for Carlos Yulo on Rings yeyyyy good start for him
#ArtisticGymnastics
#Tokyo2020",19
"Hmm, have decided to fork out for subscription to @discoveryplus to watch #Tokyo2020 as coverage from the BBC isn’t… https://t.co/VaOZgKZJOb",10
Let’s go Zac!!! #Tokyo2020 #Swimming,11
@paraplas5 Bro this covid stuff is ruining a lot with the rankings and the Olympics have completely killed these fi… https://t.co/TLFgdYwMxF,32
Not just the medal. It’s the GOLD medal. #Kosovo Distria Krasniqi. How cool this can be! #TokyoOlympics #Tokyo2020… https://t.co/illY3HIkfj,20
@OdudwaRepublic But they cannot use their presidency to clam the whole of the region so the best way forward is for… https://t.co/7g3F8KeU1y,-1
"Ch7's coverage of the Olympics, or at least the gymnastics that I'm watching, continuously cuts out, yet miraculous… https://t.co/0jiyiOshzH",8
General view inside the stadium as Naomi Osaka of Team #Japan lights the Olympic cauldron with the Olympic torch du… https://t.co/LlF7ewRqHd,1
Boekk ahh mix double 2nd game ni #Tokyo2020 #GanbatteMalaysia,9
Leshgoooo! #NZLvUSA #Tokyo2020 https://t.co/Eq9yFlh0Wv,-1
@Tokyo2020 @Japan_Olympic Fantastic news for everyone in Japan. Hopefully many more medals to come for the Japanese athletes in #Tokyo2020,1
"#Tokyo2020
Tokyo Olympics: Saurabh Chaudhary Finishes As 7th In Men’s 10m Air Pistol Final
@SChaudhary2002… https://t.co/FYDvnLFep9",29
Ran Takahashi's pipe attack Olympic debut 👌🏻✨ #Tokyo2020 #龍神NIPPON #髙橋藍 https://t.co/ayjw76dyHf,1
"What a wonderful start for India!!👏
Heartfelt congratulations to #MirabaiChanu on behalf of SBP Group for making… https://t.co/QXXYT2voH8",0
"It was so hard to see her crying 😭.
Felt very bad.😢

@nina_sterckx !! 👏🏻👏🏻
You are so amazing! Keep going! You are… https://t.co/2RlC3x2pm2",0
"yey nice one, caloy!!!! #Tokyo2020",63
Come on @chanpengsoon X @gohliuying 😍😍😍😍 #Badminton #MAS #Tokyo2020,9
CAF should reward the Copper Queens financial reward they have been awesome at the #Tokyo2020 #Olympics,2
IRGC is the champion of all shooting tournaments including #Tokyo2020,29
"Hearty Congratulations to 
Woman lifting weights player 
@mirabai_chanu ji💐
, for winning the first medal for India… https://t.co/35nJ3LoKEA",0
"VK crashes from the round of 32. 

Not an easy draw. 

#Tokyo2020",4
@inquirerdotnet @ftjochoaINQ Gym commentator: Very strong performance by the world champion of 2019. Great job by Y… https://t.co/aC7KqivBZy,-1
"Congratulations @MirabaiChanu for achieving the first medal for India at Tokyo Olympics, we are proud of you!… https://t.co/MStGOL9Jvl",0
"India strikes first medal at Olympic #Tokyo2020 

What a show Saikhom Mirabai Chanu Heartiest Congratulations to yo… https://t.co/7RLc34cGfB",0
"@Richmond_FC @ashbarty @marcleish @tLavey5 @anabellesmith93 @7olympics Go you champions, good luck! #gotiges #Tokyo2020",-1
Congratulations to @mirabai_chanu   on opening #India’s medals tally at #Tokyo2020 with a Silver medal. 🇮🇳 https://t.co/tZeXwQLFuK,0
@mirabai_chanu @Media_SAI @IndiaSports @RailMinIndia @iosindiaoff @virenrasquinha @imrahultrehan Manyy More Congrat… https://t.co/mTqVzJYwYt,0
Could not have asked for a happier start to @Tokyo2020! India is elated by @mirabai_chanu’s stupendous performance.… https://t.co/U71crn1q1D,33
"Come on #MAS 8-2 now on 2nd set.

Let’s us enjoy the Badminton goddess moreee. Goh Liu Ying

#Badminton  #Tokyo2020… https://t.co/sGzKpxZlqJ",0
Maÿllis - Asmara Dior Collection - asmara_dior_collection - Spoonflower https://t.co/giw5HwkDKB via @spoonflower… https://t.co/5VdLo2buGy,-1
"Boxing Update | Vikas Krishan loses

Vikas Krishan loses 0-5 to Sewonrets Quincy Mensah Okazawa of Japan in Men's W… https://t.co/1q6IxKiMoh",4
"@ANI But #Modi did not spoke to #Pulitzer Prize winner #DanishSiddique family , Why ?
#DanishSiddique #Tokyo2020… https://t.co/bjlXzgHFgO",-1
"Behind any Victory, There's years of hardwork, Sacrifice, Patience, Courage to look in the face of criticism, blood… https://t.co/Lqzc0HlOE9",-1
Men's 400m Individual Freestyle Heat 1 #Swimming  #Tokyo2020 #TokyoOlympics #Tokyo2021 #Olympics  #OlympicGames… https://t.co/s1ijz20HNV,35
"Kieran Smith's 400M FREE heat is coming up around 7 AM EDT!
Assuming he comes in top 8, he'll swim the 400M FREE fi… https://t.co/nZ8n593DoA",35
Tsai and Honderich are losing the plot sadly. They seem a bit tired and getting out of position. Hope they can main… https://t.co/Rh9CQ3bsRj,4
Vikas Krishan loses 0-5 to Sewonrets Okazawa of Japan in Men's Welterweight (63-69kg) Round of 32 bout. A dominant… https://t.co/7mlE02YspB,4
In the last few Olympics the Aussies performed well in the heats and semis and fucked it in the finals so I don't h… https://t.co/u84D22rDds,1
#Ind Vikas Krishan knocked out of #Tokyo2020 in the first round of the welterweight division by Japanese boxer Quin… https://t.co/s6bUGde1FL,4
"#MirabaiChanu what a champ you are. 
#StrongWomen 
#Tokyo2020 https://t.co/OfMOWQFsBZ",0
"In goes Cathrine &amp; Bohemian to wrap up Group B! 

#Tokyo2020 #Dressage https://t.co/52tFkcr336",24
Good New From Indonesia @GNFI ditengah² pandemi. Congrats thankyou 🤗 #Tokyo2020 https://t.co/0LMnVLUrS2,-1
"Venue photo, empty food and beverage stand, Firework by Katie Perry.

Evidence I am at these strange ghost town… https://t.co/6VGzH985XY",-1
You know you're real old when you noticed that most of the athletes are younger than you...... 😩 #90skid #Tokyo2020 #Tokyo2020Malaysia,36
"Venezuela's Alfonso Mestre takes complete control of heat 2 of the men's 400 free, touching in 3:47.14. he breaks h… https://t.co/zym8TlDCkv",35
"#Tokyo2020 #Olympics #Boxing

Boxing: Vikas Krishan's campaign in welterweight division comes to an end. He loses t… https://t.co/9h4NFGlqZx",4
#TeamUSA's Jourdan Delacruz gave it her best on the first day of  the #weightlifting competition at the… https://t.co/V4Vjo8sfn0,-1
Won 3 consecutive sets against Venezuela today. We're off to a good start. 🙌 #Tokyo2020,1
Yulo records a score of 14.0 in the ring event. #Tokyo2020 #Olympics #PHI,19
"The Swedes are staying on the winning side and beat Australia 4:2 🇸🇪🔥

#Tokyo2020 #unitedbyemotion #woso… https://t.co/JNZtUVjp5Y",-1
I told you people that this Zambian team are not bad . Wonderful performance against China today . Unfortunately th… https://t.co/DV2sgIXAZr,2
Yulo with a score of 14.000 for Rings. He’s ranked fifth so far with six athletes having competed in Rings for Subd… https://t.co/PHRrZd80rb,19
"The world is crumbling around us in every way and yet people still care about who jumps, swims, runs, climbs the be… https://t.co/ZSAKXp8nH3",11
"Vikas Krishnan knocked out by the Japanese Boxer in the round of 32
Ordinary Performance by the Indian boxer… https://t.co/ky0LfS36NC",4
Veteran boxer Vikas Krishan's wait for an Olympic medal continues as he exits the 69kg category in the Round of 32.… https://t.co/1JNqQw4i1j,4
"#Tokyo2020 #Olympics #Boxing

Boxing: Vikas Krishan's campaign in welterweight division comes to an end. He loses t… https://t.co/yKrjYpysxp",4
"These @kristhomas7s dance moves 👌

#Tokyo2020 https://t.co/fLssGj82Go",8
Tokyo Olympics: Team GB's Max Whitlock advances to pommel horse final. Wow what a routine! #thinkINC #lovesport… https://t.co/8z8LAtHXqs,8
Naohisa Takato brings our first gold medal 🇯🇵 #Olympics #Tokyo2020 First of many 🇯🇵🇯🇵🇯🇵🇯🇵,27
"56' - 🇬🇧 3-1 🇿🇦

It's a second international goal for Jack Waller 🤙

His cross is deflected beyond the South Africa… https://t.co/uvzDiEGDeR",-1
@KirenRijiju @mirabai_chanu Salute to this amazing champion ❤️🙏🇮🇳🙌 @mirabai_chanu   #ChakdeIndia #Tokyo2020… https://t.co/hn6OJbSXeR,0
Go #TeamGB! Show the world what lions and lionesses are made of! #Tokyo2020 https://t.co/2XzkNZTcfa,-1
"Congratulations to #MirabaiChanu for lifting the hopes of the nation and bringing home a silver lining.
#India is p… https://t.co/QzeMSrVbn9",0
Rule settles for a 25th place finish in the preliminary #swimming Heat  #PHI #Tokyo2020 #Olympics | @mbsportsonline… https://t.co/gVP61Od5z2,12
"#OlympicGames  #Olympics  #Judo  
_______
Funa Tonaki wins #Japan's first #Tokyo2020  medal 🥈 followed by another b… https://t.co/d4eTcxG25t",-1
Was men's gymnastics always on the first night of the #Olympics? I know the games generally follow the same schedul… https://t.co/axnZEGfXsa,8
"The lord of the rings #petrounias 
#Tokyo2020 #Olympics #TeamHellas @Petrounias_E https://t.co/2CZ6pfs0l0",0
Carlos Yulo scored 14.000 in the rings #Tokyo2020 @gmasportsph https://t.co/7Xkl3LE07e,19
"Janasena chief @PawanKalyan congratulates
weightlifter @mirabai_chanu on winning
silver medal at Olympics 👏… https://t.co/xlQXZngWyR",-1
Congratulations @mirabai_chanu on winning Silver at #Tokyo2020! 🇮🇳 https://t.co/WG3jK1Ms4a,0
Carlos Yulo scoring 14.000 in rings #ArtisticGymnastics #Tokyo2020 | @mbsportsonline https://t.co/aLadsFSn3X,19
"Lifting a billion spirits 🥳🥳🥳

#Olympics #MirabaiChanu #TeamIndia #Tokyo2020 https://t.co/OjM2Uth6Wr",0
"Katerine Savard 11th after the 100 butterfly heats &amp; qualifies for the semifinals. 

Unreal from Kat, this used to… https://t.co/76W2b7iDyf",12
Carlos Yulo scores 14.000 in #Tokyo2020 men’s rings; long shot for ring’s finals but still solid score for individu… https://t.co/3x1dhP7OxQ,19
"Congratulations to @mirabai_chanu for winning the Silver medal in weightlifting. @Tokyo2020

#Cheer4India #Tokyo2020 https://t.co/4MOF5NjmEo",0
Tuned in to @eurosport swimming commentary with @LizzieSimmonds1  - ….and waiting for Bicester swimmer Kieran Bird… https://t.co/45TjZs6Aim,-1
"Mirabai Chanu Wins a Silver in Weightlifting, India's First Medal at Tokyo 2020 
#MirabaiChanu  #silvermedal… https://t.co/9qTwieMZaL",0
"Q3 🇨🇦 1-4 🇩🇪

The match has lost a bit in intensity. But Germany remains dangerous. 

Follow the Live scorecard on… https://t.co/O2yg8zvuCB",16
"Congratulations to @mirabai_chanu for winning India's 🇮🇳 first medal at #Tokyo2020 🙌

The World No. 2️⃣ clinched th… https://t.co/izt0GA8p5D",0
Congratulations @mirabai_chanu on winning Silver at #Tokyo2020! 🇮🇳 https://t.co/PKVykK6MoM,0
"@TavasOrganic #Congratulationsindia  India🎉🎉
Could not have asked for a better start to #Tokyo2020 #Olympics 
A mom… https://t.co/iMetyJOTZT",-1
When you get to the club at 7:30 pm for free entry and 2 for 1 on VK Ice #Tokyo2020 https://t.co/VBObMPmAU8,-1
